id	nombre	salario
58896	LUIS	2958
58897	JAN	1590
58898	GERARD	1507
58899	GUILLEM	1765
58900	JORGE	2579
58901	CESAR	2773
58902	ALONSO	937
58903	GUILLERMO	1960
58904	JON	1265
58905	JESUS	2412
58906	CARLOS	2460
58907	ISMAEL	2131
58908	MARC	878
58909	ARNAU	1413
58910	JAN	1295
58911	MIKEL	2969
58912	RUBEN	2997
58913	ENRIQUE	1640
58914	ARNAU	915
58915	FERNANDO	1910
58916	ARNAU	2837
58917	AITOR	1484
58918	SAUL	980
58919	UNAI	2192
58920	JOEL	1451
58921	FRANCISCO	1642
58922	LEO	1561
58923	IKER	1021
58924	PAU	2732
58925	ISMAEL	725
58926	IZAN	1557
58927	POL	1281
58928	NICOLAS	2400
58929	JOSE MANUEL	1999
58930	SANTIAGO	2824
58931	MANUEL	2016
58932	ADAM	1325
58933	ROBERTO	1816
58934	MARC	2736
58935	ADAM	634
58936	HUGO	630
58937	GONZALO	1087
58938	IVAN	2194
58939	YAGO	1845
58940	OLIVER	2802
58941	GONZALO	1849
58942	CRISTIAN	2137
58943	RUBEN	2215
58944	JORGE	2301
58945	PABLO	1760
58946	LUIS	2834
58947	MIGUEL ANGEL	2655
58948	JOAN	1889
58949	DARIO	985
58950	ARNAU	1483
58951	ENRIQUE	2794
58952	AARON	2965
58953	CRISTIAN	2893
58954	MARCOS	636
58955	PEDRO	951
58956	VICTOR	2117
58957	JON	2384
58958	JUAN	1904
58959	IAN	2819
58960	JOSE	2569
58961	ASIER	2760
58962	EDUARDO	1078
58963	JORGE	849
58964	ADAM	1323
58965	LUCAS	1902
58966	GUILLERMO	1323
58967	FRANCISCO	1071
58968	IZAN	1873
58969	IVAN	1140
58970	RUBEN	1691
58971	ERIC	1345
58972	MOHAMED	1007
58973	OLIVER	2389
58974	JOSE	2822
58975	JOSE ANTONIO	1687
58976	GUILLERMO	2168
58977	JOSE ANTONIO	1849
58978	ENRIQUE	1399
58979	ORIOL	1810
58980	ROBERTO	1511
58981	LUIS	1457
58982	AITOR	2136
58983	RAUL	1466
58984	LUCAS	1296
58985	RAUL	1503
58986	JOAN	1281
58987	CRISTIAN	677
58988	JORGE	1213
58989	VICTOR	2890
58990	JON	2722
58991	RODRIGO	2800
58992	ROBERTO	2888
58993	BRUNO	2561
58994	ANDRES	1793
58995	AARON	846
58996	VICTOR	2748
58997	YERAY	1295
58998	MANUEL	1146
58999	ANDRES	2473
59000	MARCO	1432
59001	JUAN	2068
59002	MANUEL	2917
59003	JOAN	1061
59004	ALEIX	1429
59005	VICTOR	1218
59006	MIKEL	1595
59007	ANDER	994
59008	OSCAR	1248
59009	MANUEL	1311
59010	JOSE ANTONIO	1757
59011	JOEL	2236
59012	JOSE ANTONIO	2563
59013	ANDER	972
59014	IVAN	884
59015	OMAR	1457
59016	DARIO	2940
59017	JOAN	1782
59018	MARTIN	2976
59019	MARCO	2740
59020	SERGIO	2068
59021	SANTIAGO	1271
59022	OSCAR	2824
59023	POL	2586
59024	JOAN	1163
59025	ASIER	2890
59026	MIKEL	858
59027	JORDI	1135
59028	IZAN	985
59029	BRUNO	2690
59030	LUCAS	2513
59031	ALEJANDRO	2977
59032	JUAN	1242
59033	MARCO	1260
59034	JAN	1225
59035	ANGEL	2061
59036	ADAM	685
59037	MOHAMED	1545
59038	ORIOL	2222
59039	MARTI	1024
59040	BRUNO	1977
59041	RODRIGO	2196
59042	ANGEL	965
59043	GUILLERMO	2025
59044	SAMUEL	1270
59045	SERGIO	626
59046	BRUNO	2511
59047	IKER	2886
59048	EDUARDO	1301
59049	MOHAMED	2550
59050	IZAN	2075
59051	ROBERTO	666
59052	JOSE	1126
59053	RAUL	1735
59054	OSCAR	2964
59055	JAIME	1621
59056	ALEX	2609
59057	IKER	2994
59058	LEO	779
59059	RAYAN	2349
59060	DARIO	1941
59061	ENRIQUE	1146
59062	JOSE ANTONIO	1329
59063	ASIER	1727
59064	FRANCISCO JAVIER	2055
59065	HUGO	1466
59066	IGNACIO	1220
59067	JOEL	1705
59068	JORGE	2728
59069	ALEJANDRO	1674
59070	FRANCISCO JAVIER	1381
59071	DARIO	1709
59072	GAEL	997
59073	MARCOS	2914
59074	ISMAEL	614
59075	JESUS	2218
59076	IZAN	1678
59077	JON	1070
59078	RUBEN	2200
59079	HECTOR	2000
59080	CARLOS	1859
59081	ADRIA	749
59082	ERIC	2941
59083	ARNAU	777
59084	NICOLAS	1136
59085	ADRIA	1461
59086	ALVARO	1420
59087	MARCO	1769
59088	MIKEL	1837
59089	SERGIO	2109
59090	GUILLEM	620
59091	ADRIAN	1847
59092	ORIOL	1834
59093	BIEL	823
59094	FERNANDO	1251
59095	GAEL	1236
59096	JOAN	1923
59097	VICTOR	1892
59098	RAYAN	689
59099	LUIS	2072
59100	FRANCISCO	707
59101	YAGO	2465
59102	OSCAR	1252
59103	GABRIEL	2159
59104	GABRIEL	1111
59105	ANGEL	604
59106	GABRIEL	1919
59107	IGNACIO	2578
59108	JOSE ANTONIO	2394
59109	YERAY	921
59110	ADRIAN	2942
59111	MARCO	1476
59112	MOHAMED	1354
59113	HUGO	1208
59114	PAU	1501
59115	ARNAU	1298
59116	AARON	1636
59117	OSCAR	2586
59118	OLIVER	2688
59119	PEDRO	1733
59120	FRANCISCO JAVIER	2346
59121	LUIS	1655
59122	AITOR	2724
59123	MANUEL	2152
59124	ALBERTO	1993
59125	PAU	2684
59126	ALVARO	2746
59127	DAVID	1202
59128	ORIOL	1612
59129	PABLO	2597
59130	IAN	748
59131	LEO	1704
59132	CESAR	1901
59133	SANTIAGO	2151
59134	MARTI	2082
59135	BRUNO	1702
59136	JOSE ANTONIO	2584
59137	IVAN	1840
59138	IKER	2652
59139	LEO	2011
59140	ARNAU	1200
59141	ALEIX	2041
59142	ANGEL	1528
59143	RAYAN	2458
59144	ERIK	692
59145	JAN	1048
59146	FRANCISCO JAVIER	1449
59147	ALEX	895
59148	RUBEN	804
59149	RUBEN	840
59150	MIGUEL	2766
59151	MARTIN	2250
59152	PABLO	1182
59153	ANTONIO	782
59154	FERNANDO	1182
59155	LUIS	2287
59156	JESUS	1035
59157	FRANCISCO JAVIER	2506
59158	MARC	2125
59159	MARCO	2961
59160	DANIEL	2298
59161	AITOR	2985
59162	SANTIAGO	1540
59163	YERAY	1961
59164	ENRIQUE	2702
59165	ALBERTO	1742
59166	ALONSO	1764
59167	LEO	2203
59168	MOHAMED	2285
59169	JAVIER	2430
59170	ORIOL	2703
59171	GUILLEM	1383
59172	IAN	2228
59173	JOSE	1908
59174	LEO	2093
59175	UNAI	1301
59176	PEDRO	2518
59177	RAFAEL	1467
59178	FRANCISCO	2557
59179	MARC	2850
59180	JOEL	2763
59181	RAUL	1292
59182	MARCOS	1667
59183	EDUARDO	2996
59184	SAMUEL	2837
59185	IKER	2587
59186	ANDRES	1360
59187	JOEL	815
59188	VICTOR	1555
59189	SAUL	1584
59190	FERNANDO	651
59191	ALVARO	1742
59192	ALEIX	1194
59193	OMAR	2183
59194	SERGIO	2863
59195	JOSE MANUEL	2988
59196	YERAY	2431
59197	IZAN	1172
59198	ANGEL	1202
59199	JOSE	2716
59200	AARON	2796
59201	EDUARDO	2910
59202	ALBERTO	872
59203	JOEL	1501
59204	JOSE	2409
59205	ADRIAN	750
59206	SERGIO	1975
59207	YAGO	2895
59208	ARNAU	2720
59209	ERIC	1984
59210	JAVIER	1345
59211	ARNAU	2667
59212	ISMAEL	2331
59213	CARLOS	2525
59214	ALEX	1197
59215	ORIOL	2360
59216	ASIER	1602
59217	ISAAC	725
59218	GUILLERMO	1694
59219	UNAI	1826
59220	MARCO	2185
59221	MIGUEL	2429
59222	ANDER	2685
59223	ASIER	2320
59224	HECTOR	1786
59225	OSCAR	1376
59226	MOHAMED	1027
59227	JOEL	2622
59228	MIGUEL ANGEL	3000
59229	ALEJANDRO	1271
59230	ASIER	1630
59231	PAU	2624
59232	JOAN	949
59233	YERAY	1118
59234	JOSE MANUEL	1773
59235	OMAR	1084
59236	MANUEL	2477
59237	CESAR	1244
59238	PABLO	2159
59239	FERNANDO	2503
59240	MANUEL	2243
59241	OMAR	1032
59242	CESAR	1325
59243	ERIC	1497
59244	CRISTIAN	2313
59245	ANDER	1388
59246	MANUEL	849
59247	POL	2637
59248	ISAAC	1038
59249	JORDI	1993
59250	SANTIAGO	659
59251	GAEL	2288
59252	SERGIO	2780
59253	DAVID	2424
59254	JOSE	2928
59255	GUILLEM	2457
59256	ANTONIO	2557
59257	MARCO	2085
59258	JUAN	1130
59259	EDUARDO	1813
59260	ALEIX	1487
59261	ALEJANDRO	2415
59262	DARIO	2328
59263	GABRIEL	1448
59264	EDUARDO	783
59265	ANTONIO	1677
59266	DANIEL	2511
59267	JESUS	797
59268	GERARD	1714
59269	NICOLAS	2006
59270	OLIVER	2645
59271	JOSE MANUEL	1093
59272	BIEL	1641
59273	PEDRO	2594
59274	ANTONIO	2092
59275	ALONSO	986
59276	SANTIAGO	868
59277	GUILLERMO	1008
59278	DAVID	1399
59279	ARNAU	2819
59280	RAYAN	1231
59281	JAN	1073
59282	LUCAS	2727
59283	ANTONIO	1333
59284	GAEL	1306
59285	RODRIGO	1501
59286	JORDI	1888
59287	AITOR	988
59288	SERGIO	2400
59289	SANTIAGO	1507
59290	NIL	2948
59291	DIEGO	2476
59292	GUILLERMO	1066
59293	GERARD	1713
59294	JOSE MANUEL	2368
59295	JAIME	2530
59296	JAIME	2710
59297	IVAN	2612
59298	IZAN	2200
59299	BRUNO	1761
59300	ADAM	1158
59301	JOSE	2089
59302	SAMUEL	1722
59303	RAFAEL	2849
59304	MATEO	2957
59305	ALEJANDRO	2485
59306	ADRIA	666
59307	FRANCISCO	1410
59308	JESUS	1358
59309	GUILLEM	2669
59310	DAVID	1030
59311	MOHAMED	1371
59312	ENRIQUE	2660
59313	IKER	2586
59314	ADAM	1778
59315	GABRIEL	1774
59316	SANTIAGO	1369
59317	ASIER	1149
59318	YERAY	1931
59319	DIEGO	1262
59320	AITOR	2457
59321	ALEJANDRO	792
59322	HECTOR	1075
59323	RUBEN	953
59324	BIEL	1246
59325	JOSE ANTONIO	943
59326	DANIEL	2454
59327	BIEL	1239
59328	GUILLERMO	2094
59329	DIEGO	1368
59330	JESUS	1544
59331	JORDI	2315
59332	MANUEL	2708
59333	PEDRO	1732
59334	BIEL	2534
59335	JOEL	1874
59336	ASIER	2061
59337	DAVID	2124
59338	FRANCISCO	625
59339	OSCAR	2711
59340	JOEL	1736
59341	SAMUEL	2067
59342	DARIO	2939
59343	ARNAU	875
59344	MIKEL	2416
59345	CESAR	1365
59346	HECTOR	2859
59347	ALONSO	2278
59348	JORGE	1573
59349	FERNANDO	2821
59350	ALEX	683
59351	SAMUEL	2067
59352	MARTI	2085
59353	ASIER	1192
59354	UNAI	2324
59355	RAYAN	2873
59356	MARC	2265
59357	ROBERTO	1982
59358	ERIC	1920
59359	JORGE	1763
59360	ALVARO	1384
59361	IKER	2045
59362	GAEL	1010
59363	RAFAEL	2019
59364	JOSE ANTONIO	2578
59365	NICOLAS	1417
59366	JAVIER	649
59367	ARNAU	794
59368	ROBERTO	1138
59369	ISAAC	2880
59370	DANIEL	1390
59371	CESAR	1473
59372	JESUS	1680
59373	MARIO	1468
59374	ERIC	2989
59375	MIGUEL ANGEL	2053
59376	PEDRO	1323
59377	JAIME	2056
59378	RUBEN	2119
59379	MARTIN	1730
59380	GERARD	1124
59381	JESUS	2687
59382	JOSE	1311
59383	CESAR	2711
59384	JORDI	2722
59385	NIL	903
59386	GERARD	1674
59387	ALBERTO	2929
59388	SAMUEL	1414
59389	CARLOS	705
59390	RAFAEL	1898
59391	FRANCISCO JAVIER	2169
59392	CARLOS	1435
59393	ASIER	2513
59394	JOEL	2224
59395	FRANCISCO JAVIER	2164
59396	AITOR	1114
59397	UNAI	2623
59398	UNAI	2386
59399	MARTI	1467
59400	MIKEL	1533
59401	JUAN	816
59402	POL	630
59403	RAFAEL	1724
59404	MARTI	937
59405	JOEL	889
59406	DIEGO	2339
59407	BIEL	1083
59408	ANGEL	1667
59409	DANIEL	1500
59410	MARCOS	2570
59411	JORDI	2733
59412	HUGO	2443
59413	GUILLEM	805
59414	MANUEL	922
59415	JOEL	1779
59416	FRANCISCO	1934
59417	FRANCISCO	2288
59418	YAGO	2668
59419	EDUARDO	2257
59420	ARNAU	1723
59421	SAMUEL	2294
59422	BIEL	639
59423	GAEL	2135
59424	JAN	2016
59425	JOSE ANTONIO	739
59426	HUGO	2123
59427	VICTOR	1555
59428	ALEX	1417
59429	HECTOR	1672
59430	GONZALO	2921
59431	ANDRES	1158
59432	FRANCISCO JAVIER	2242
59433	JAIME	666
59434	GUILLEM	2617
59435	MARIO	2227
59436	AITOR	1513
59437	ALEX	2294
59438	ERIK	1631
59439	NICOLAS	2678
59440	JOSE ANTONIO	1307
59441	JORDI	777
59442	MARC	2428
59443	AARON	957
59444	IZAN	1565
59445	JOSE ANTONIO	870
59446	MATEO	1862
59447	ALEJANDRO	2791
59448	ALBERTO	1454
59449	LUIS	2526
59450	FRANCISCO	2233
59451	RAUL	2976
59452	ANGEL	801
59453	JORDI	2759
59454	JOAN	2804
59455	ANDER	719
59456	JORGE	1439
59457	JON	2890
59458	ARNAU	1727
59459	DIEGO	1261
59460	MARTIN	1275
59461	ALONSO	2193
59462	UNAI	1824
59463	FRANCISCO JAVIER	1259
59464	SAMUEL	1681
59465	MARCOS	1930
59466	SERGIO	2163
59467	CARLOS	1446
59468	IKER	816
59469	MARTIN	2792
59470	NICOLAS	808
59471	JESUS	1623
59472	SERGIO	621
59473	EDUARDO	2872
59474	ENRIQUE	1839
59475	FRANCISCO JAVIER	2508
59476	RAFAEL	1747
59477	ANDER	1013
59478	ISMAEL	1976
59479	BRUNO	1196
59480	SANTIAGO	2148
59481	JORDI	1259
59482	GERARD	2762
59483	MANUEL	2182
59484	MARCO	1460
59485	ANDER	608
59486	GONZALO	2686
59487	JOSE ANTONIO	1180
59488	POL	1217
59489	ALEIX	844
59490	SAUL	848
59491	NIL	790
59492	SANTIAGO	1440
59493	UNAI	2620
59494	JOAN	1693
59495	PAU	864
59496	RAFAEL	1986
59497	RAFAEL	1712
59498	MOHAMED	1846
59499	ALONSO	607
59500	CESAR	1857
59501	MATEO	1526
59502	MANUEL	2550
59503	OMAR	1211
59504	YAGO	2306
59505	ORIOL	2341
59506	GUILLERMO	2781
59507	NIL	1284
59508	MARTIN	1871
59509	LUIS	981
59510	ADRIA	1772
59511	CESAR	1385
59512	DIEGO	2993
59513	JUAN	808
59514	RAUL	1410
59515	ALEJANDRO	2611
59516	MOHAMED	1880
59517	ERIK	2407
59518	ALEIX	2786
59519	FERNANDO	2944
59520	BRUNO	895
59521	DANIEL	1738
59522	PABLO	2534
59523	MARTI	1666
59524	IAN	2363
59525	JESUS	2272
59526	ADRIA	1485
59527	RAFAEL	1415
59528	IKER	1949
59529	YERAY	2868
59530	DARIO	1321
59531	GERARD	2938
59532	ALVARO	1330
59533	ADRIAN	1853
59534	LUCAS	618
59535	VICTOR	1648
59536	SAUL	902
59537	MARC	2644
59538	SANTIAGO	2899
59539	OLIVER	863
59540	UNAI	722
59541	FRANCISCO	1072
59542	NIL	1616
59543	PAU	2749
59544	ALEIX	1554
59545	JOEL	2470
59546	CRISTIAN	2307
59547	LEO	2131
59548	MARTI	868
59549	IGNACIO	2663
59550	SAMUEL	871
59551	LEO	2280
59552	MARC	2449
59553	BRUNO	2008
59554	PABLO	2297
59555	JOSE ANTONIO	2734
59556	GAEL	869
59557	HECTOR	1711
59558	PEDRO	703
59559	VICTOR	2374
59560	MARC	2740
59561	RAYAN	1327
59562	JAIME	2810
59563	JOSE MANUEL	2868
59564	OLIVER	1884
59565	HUGO	1412
59566	RAFAEL	1259
59567	ANDRES	1654
59568	MOHAMED	1382
59569	MIGUEL ANGEL	2845
59570	MARTI	1914
59571	JOAN	2696
59572	ALVARO	1414
59573	ADRIAN	851
59574	ANTONIO	1228
59575	ENRIQUE	615
59576	VICTOR	2850
59577	ADRIA	2642
59578	JOSE ANTONIO	1490
59579	MARCO	2883
59580	ALEIX	1767
59581	EDUARDO	1289
59582	RAFAEL	2228
59583	ENRIQUE	1476
59584	JOSE	2847
59585	OSCAR	1582
59586	ADRIAN	2023
59587	ENRIQUE	1237
59588	JAN	2235
59589	MARC	2469
59590	OSCAR	1537
59591	MIGUEL ANGEL	2239
59592	LUCAS	1086
59593	HUGO	1886
59594	JOSE	1188
59595	ERIC	1095
59596	BRUNO	843
59597	MIGUEL	2011
59598	ALBERTO	2986
59599	ERIC	608
59600	ROBERTO	1931
59601	JOSE MANUEL	2101
59602	IKER	2086
59603	MARTI	1763
59604	PAU	1996
59605	VICTOR	1167
59606	ORIOL	2561
59607	IZAN	782
59608	YAGO	2561
59609	RAYAN	2316
59610	EDUARDO	2850
59611	MARTIN	2843
59612	OLIVER	1692
59613	LEO	2924
59614	IVAN	2901
59615	JOEL	1254
59616	ALEJANDRO	2727
59617	ERIC	2043
59618	CRISTIAN	2626
59619	FRANCISCO	1982
59620	HUGO	851
59621	CRISTIAN	1943
59622	GAEL	2657
59623	JAVIER	1789
59624	OSCAR	2015
59625	ADRIA	2827
59626	ROBERTO	1617
59627	RUBEN	2702
59628	PABLO	2252
59629	JON	2281
59630	ENRIQUE	708
59631	JESUS	2569
59632	IGNACIO	2317
59633	ALBERTO	758
59634	RAFAEL	2854
59635	HECTOR	1281
59636	MATEO	2079
59637	JUAN	1524
59638	ORIOL	2640
59639	OSCAR	1508
59640	MIKEL	2516
59641	GABRIEL	1917
59642	IZAN	1453
59643	LUIS	1611
59644	AITOR	2721
59645	CARLOS	924
59646	DIEGO	974
59647	LUCAS	1028
59648	JUAN	2793
59649	MARTI	2084
59650	DAVID	1578
59651	YAGO	606
59652	GUILLERMO	2903
59653	RAUL	1065
59654	MIGUEL ANGEL	1731
59655	ANDRES	2119
59656	SANTIAGO	1686
59657	YERAY	1156
59658	GERARD	1840
59659	ALVARO	1236
59660	GABRIEL	1353
59661	JAN	1010
59662	ENRIQUE	1105
59663	ANTONIO	696
59664	ADRIA	1927
59665	BIEL	2123
59666	MIKEL	2290
59667	ORIOL	2745
59668	ANGEL	910
59669	ERIC	1641
59670	MARC	1710
59671	ANDRES	2392
59672	OMAR	2441
59673	IZAN	2534
59674	GABRIEL	1443
59675	NIL	2911
59676	RAUL	2800
59677	JON	2195
59678	ALVARO	1469
59679	JOSE MANUEL	1507
59680	POL	1860
59681	UNAI	960
59682	POL	716
59683	UNAI	2153
59684	ISMAEL	704
59685	AITOR	1617
59686	ADRIAN	2251
59687	IKER	1238
59688	MIGUEL	780
59689	ADAM	995
59690	IAN	1790
59691	HECTOR	998
59692	ALONSO	2441
59693	GUILLERMO	2256
59694	MARC	2888
59695	GAEL	1501
59696	JOSE	612
59697	MIGUEL ANGEL	2554
59698	MARC	2278
59699	BIEL	647
59700	ALVARO	2293
59701	POL	700
59702	RAFAEL	1137
59703	SAMUEL	1600
59704	ALBERTO	2088
59705	AARON	918
59706	IKER	2913
59707	NICOLAS	751
59708	GABRIEL	1611
59709	ISMAEL	2120
59710	ALEIX	700
59711	JUAN	2456
59712	HUGO	1561
59713	LEO	2265
59714	POL	2758
59715	MOHAMED	1811
59716	VICTOR	1048
59717	IGNACIO	817
59718	GUILLERMO	1637
59719	BRUNO	1235
59720	UNAI	726
59721	LUIS	2964
59722	GUILLEM	2110
59723	GONZALO	2944
59724	MATEO	2565
59725	AITOR	1863
59726	ORIOL	1359
59727	ROBERTO	1361
59728	DIEGO	2177
59729	UNAI	2345
59730	DARIO	1598
59731	JOSE	1390
59732	DAVID	2396
59733	JESUS	2274
59734	RAFAEL	825
59735	JAVIER	2244
59736	GABRIEL	960
59737	GAEL	914
59738	MARTI	2570
59739	AARON	2430
59740	ADRIA	980
59741	JOAN	2469
59742	VICTOR	1492
59743	ALBERTO	1085
59744	BRUNO	2708
59745	YERAY	950
59746	ANGEL	1072
59747	MANUEL	838
59748	NIL	2493
59749	IGNACIO	1954
59750	MARTI	2637
59751	MANUEL	1964
59752	BIEL	2658
59753	CARLOS	2736
59754	SAMUEL	2630
59755	ISMAEL	2601
59756	ISAAC	2112
59757	MOHAMED	712
59758	JOSE MANUEL	992
59759	GUILLEM	2113
59760	MIGUEL ANGEL	2822
59761	JORDI	2445
59762	EDUARDO	1720
59763	UNAI	2898
59764	ALEIX	1248
59765	DIEGO	2188
59766	ALVARO	2298
59767	JAVIER	1469
59768	MIKEL	1187
59769	IGNACIO	979
59770	JORGE	1090
59771	OLIVER	826
59772	VICTOR	1047
59773	YAGO	893
59774	SAMUEL	2119
59775	JUAN	2002
59776	MARCOS	2066
59777	SAMUEL	2838
59778	AITOR	1013
59779	SAMUEL	2990
59780	ARNAU	619
59781	OLIVER	1786
59782	ISMAEL	2171
59783	SANTIAGO	2130
59784	JAIME	1098
59785	ISMAEL	1481
59786	NIL	1723
59787	CRISTIAN	658
59788	EDUARDO	1373
59789	MOHAMED	1650
59790	JOSE	2306
59791	RUBEN	1274
59792	JAN	2419
59793	PAU	1667
59794	JAIME	2449
59795	POL	1388
59796	ALVARO	2316
59797	MARTIN	982
59798	RODRIGO	2281
59799	DANIEL	1215
59800	FRANCISCO	2499
59801	IZAN	2279
59802	IGNACIO	1616
59803	MARC	2236
59804	YAGO	1001
59805	ERIK	1685
59806	RAUL	1994
59807	ADRIA	2145
59808	MOHAMED	1245
59809	UNAI	2718
59810	VICTOR	1382
59811	ORIOL	729
59812	JAIME	2647
59813	ANGEL	2002
59814	RODRIGO	661
59815	ADRIA	2819
59816	RODRIGO	1442
59817	JOSE	2073
59818	MIGUEL	2282
59819	AITOR	2076
59820	EDUARDO	978
59821	ADRIAN	2032
59822	BIEL	1684
59823	YAGO	2768
59824	MARTIN	796
59825	ASIER	793
59826	JORGE	1913
59827	DARIO	1748
59828	PABLO	1751
59829	IKER	2703
59830	UNAI	1328
59831	IGNACIO	2607
59832	MARC	2759
59833	HUGO	2629
59834	MARCO	2347
59835	ALBERTO	1539
59836	MANUEL	2622
59837	GUILLEM	2337
59838	YAGO	1123
59839	LUIS	1034
59840	POL	2715
59841	JAVIER	1319
59842	LEO	659
59843	HUGO	2248
59844	AARON	723
59845	IGNACIO	914
59846	EDUARDO	2223
59847	SERGIO	1255
59848	LEO	1849
59849	JESUS	2552
59850	JAN	2747
59851	LUIS	2671
59852	ISAAC	1610
59853	DAVID	2062
59854	IAN	1755
59855	RAYAN	1854
59856	POL	2207
59857	FRANCISCO JAVIER	2314
59858	IAN	2706
59859	RUBEN	2476
59860	MARCO	1198
59861	JOEL	2528
59862	OSCAR	1583
59863	MARIO	2506
59864	JUAN	2417
59865	JAVIER	2089
59866	ROBERTO	1683
59867	SANTIAGO	1275
59868	MIGUEL	2543
59869	MARCO	1968
59870	EDUARDO	1362
59871	ANDER	2017
59872	MANUEL	1751
59873	MIKEL	2157
59874	OMAR	1800
59875	ERIK	1734
59876	JAN	2186
59877	LUCAS	2709
59878	MOHAMED	2584
59879	IAN	1749
59880	JESUS	1008
59881	ERIK	2998
59882	FRANCISCO	1392
59883	CRISTIAN	1054
59884	ALEJANDRO	602
59885	JOSE MANUEL	1570
59886	RAUL	1767
59887	JOSE ANTONIO	1454
59888	IAN	1677
59889	MARTI	2605
59890	ROBERTO	2917
59891	CESAR	2548
59892	FRANCISCO	1245
59893	GERARD	1221
59894	ALVARO	2903
59895	JORDI	805
59896	CESAR	2005
59897	RAYAN	2347
59898	MATEO	2417
59899	DARIO	2973
59900	CESAR	816
59901	ANDRES	2100
59902	JON	1782
59903	MARTIN	1296
59904	JOEL	2242
59905	YERAY	1535
59906	JAIME	2289
59907	YERAY	2007
59908	ALBERTO	1313
59909	JAIME	1166
59910	JOSE ANTONIO	2961
59911	CRISTIAN	1655
59912	JESUS	1864
59913	JESUS	1208
59914	ALEJANDRO	1006
59915	EDUARDO	1482
59916	AITOR	2534
59917	GAEL	1825
59918	GABRIEL	907
59919	GABRIEL	2960
59920	OMAR	1173
59921	SAMUEL	1735
59922	GONZALO	1327
59923	LUIS	2895
59924	OLIVER	2707
59925	RAUL	2476
59926	HUGO	2284
59927	MARTI	2215
59928	ALVARO	1630
59929	OLIVER	1402
59930	ALEIX	2317
59931	IAN	2678
59932	AARON	2869
59933	JORGE	730
59934	FRANCISCO JAVIER	732
59935	MARCOS	826
59936	ALONSO	2272
59937	LEO	1314
59938	ANTONIO	2383
59939	PEDRO	620
59940	GERARD	2754
59941	MATEO	2960
59942	JAIME	1141
59943	ISAAC	2559
59944	GUILLEM	2527
59945	GONZALO	634
59946	IVAN	1019
59947	OMAR	1504
59948	OMAR	2323
59949	DARIO	1826
59950	OMAR	2099
59951	ARNAU	1249
59952	ADRIA	2263
59953	NIL	776
59954	JAVIER	1489
59955	JOSE	684
59956	IAN	2658
59957	YERAY	2476
59958	PABLO	951
59959	JOEL	651
59960	RUBEN	2057
59961	ALEX	2532
59962	RAYAN	600
59963	GUILLERMO	904
59964	ANGEL	1446
59965	POL	2166
59966	CESAR	2986
59967	GERARD	1128
59968	ERIC	2049
59969	MIKEL	1245
59970	DARIO	2366
59971	RUBEN	2143
59972	ENRIQUE	1394
59973	MIGUEL ANGEL	2150
59974	JOSE	1051
59975	JAVIER	2784
59976	AARON	2722
59977	RUBEN	678
59978	HECTOR	2093
59979	MARC	745
59980	VICTOR	1501
59981	IGNACIO	1062
59982	GUILLERMO	2804
59983	JAN	917
59984	DAVID	2918
59985	ANDER	1997
59986	GAEL	1577
59987	ALBERTO	1204
59988	POL	1472
59989	RODRIGO	2553
59990	MOHAMED	2100
59991	YAGO	2537
59992	JOAN	2542
59993	ARNAU	1644
59994	BRUNO	1087
59995	LUIS	2711
59996	RAYAN	1025
59997	BIEL	2816
59998	YAGO	2330
59999	DIEGO	2681
60000	ANDRES	625
60001	GABRIEL	2670
60002	ADAM	1607
60003	ALVARO	2832
60004	AITOR	904
60005	PABLO	2103
60006	CRISTIAN	1340
60007	IGNACIO	2616
60008	IZAN	2149
60009	RAFAEL	2239
60010	OLIVER	2165
60011	ERIC	2630
60012	JOSE MANUEL	2128
60013	LUCAS	1751
60014	UNAI	2924
60015	GABRIEL	967
60016	FRANCISCO	1359
60017	GERARD	1941
60018	JUAN	652
60019	NIL	2163
60020	FRANCISCO	2128
60021	LEO	1737
60022	JUAN	2994
60023	MARIO	1775
60024	IKER	2775
60025	JAIME	2695
60026	ANTONIO	2362
60027	LEO	1308
60028	JUAN	2838
60029	GAEL	2426
60030	GUILLEM	2944
60031	ARNAU	762
60032	JAN	1173
60033	CRISTIAN	1886
60034	CRISTIAN	904
60035	YAGO	918
60036	ALEX	1317
60037	CESAR	828
60038	JESUS	716
60039	ADRIAN	1330
60040	BRUNO	2315
60041	MIGUEL	2291
60042	ARNAU	1193
60043	DANIEL	1442
60044	DANIEL	2438
60045	ANDER	2590
60046	JOSE ANTONIO	1993
60047	DARIO	963
60048	ADAM	750
60049	RAYAN	1431
60050	GONZALO	2002
60051	MIKEL	2221
60052	JAVIER	1598
60053	ANGEL	1231
60054	YAGO	2527
60055	GERARD	1992
60056	JAN	2629
60057	DIEGO	1437
60058	NICOLAS	1503
60059	HECTOR	1913
60060	ISMAEL	943
60061	MARCOS	2163
60062	ORIOL	998
60063	DAVID	2498
60064	POL	2773
60065	NIL	2359
60066	JUAN	2376
60067	SAMUEL	1957
60068	MARCO	2492
60069	MIGUEL	2667
60070	ANDRES	2670
60071	ERIC	1077
60072	SAUL	1958
60073	IZAN	658
60074	VICTOR	2547
60075	GONZALO	2268
60076	ALEX	2414
60077	ERIK	1589
60078	ALEIX	2948
60079	CRISTIAN	995
60080	VICTOR	2144
60081	LEO	823
